-0.312, -1.251e-3
-0.311, -1.218e-3
-0.310, -1.204e-3
-0.309, -1.193e-3
-0.308, -1.186e-3
-0.307, -1.177e-3
-0.306, -1.172e-3
-0.305, -1.167e-3
-0.304, -1.164e-3
-0.303, -1.161e-3
-0.302, -1.159e-3
-0.301, -1.159e-3
-0.300, -1.160e-3
-0.299, -1.155e-3
-0.298, -1.152e-3
-0.297, -1.148e-3
-0.296, -1.148e-3
-0.295, -1.146e-3
-0.294, -1.147e-3
-0.293, -1.149e-3
-0.292, -1.149e-3
-0.291, -1.148e-3
-0.290, -1.147e-3
-0.289, -1.145e-3
-0.288, -1.146e-3
-0.287, -1.145e-3
-0.286, -1.147e-3
-0.285, -1.146e-3
-0.284, -1.145e-3
-0.283, -1.147e-3
-0.282, -1.146e-3
-0.281, -1.146e-3
-0.280, -1.146e-3
-0.279, -1.145e-3
-0.278, -1.146e-3
-0.277, -1.147e-3
-0.276, -1.147e-3
-0.275, -1.147e-3
-0.274, -1.146e-3
-0.273, -1.148e-3
-0.272, -1.145e-3
-0.271, -1.144e-3
-0.270, -1.145e-3
-0.269, -1.147e-3
-0.268, -1.149e-3
-0.267, -1.149e-3
-0.266, -1.148e-3
-0.265, -1.148e-3
-0.264, -1.151e-3
-0.263, -1.150e-3
-0.262, -1.148e-3
-0.261, -1.148e-3
-0.260, -1.150e-3
-0.259, -1.154e-3
-0.258, -1.154e-3
-0.257, -1.153e-3
-0.256, -1.151e-3
-0.255, -1.150e-3
-0.254, -1.151e-3
-0.253, -1.152e-3
-0.252, -1.154e-3
-0.251, -1.153e-3
-0.250, -1.151e-3
-0.249, -1.150e-3
-0.248, -1.152e-3
-0.247, -1.153e-3
-0.246, -1.151e-3
-0.245, -1.152e-3
-0.244, -1.153e-3
-0.243, -1.152e-3
-0.242, -1.153e-3
-0.241, -1.154e-3
-0.240, -1.154e-3
-0.239, -1.152e-3
-0.238, -1.153e-3
-0.237, -1.154e-3
-0.236, -1.154e-3
-0.235, -1.155e-3
-0.234, -1.154e-3
-0.233, -1.155e-3
-0.232, -1.154e-3
-0.231, -1.154e-3
-0.230, -1.158e-3
-0.229, -1.156e-3
-0.228, -1.155e-3
-0.227, -1.158e-3
-0.226, -1.158e-3
-0.225, -1.160e-3
-0.224, -1.158e-3
-0.223, -1.157e-3
-0.222, -1.157e-3
-0.221, -1.156e-3
-0.220, -1.155e-3
-0.219, -1.154e-3
-0.218, -1.156e-3
-0.217, -1.155e-3
-0.216, -1.156e-3
-0.215, -1.156e-3
-0.214, -1.157e-3
-0.213, -1.158e-3
-0.212, -1.155e-3
-0.211, -1.155e-3
-0.210, -1.158e-3
-0.209, -1.157e-3
-0.208, -1.157e-3
-0.207, -1.158e-3
-0.206, -1.156e-3
-0.205, -1.156e-3
-0.204, -1.153e-3
-0.203, -1.154e-3
-0.202, -1.153e-3
-0.201, -1.155e-3
-0.200, -1.156e-3
-0.199, -1.159e-3
-0.198, -1.160e-3
-0.197, -1.156e-3
-0.196, -1.155e-3
-0.195, -1.156e-3
-0.194, -1.158e-3
-0.193, -1.160e-3
-0.192, -1.161e-3
-0.191, -1.158e-3
-0.190, -1.159e-3
-0.189, -1.160e-3
-0.188, -1.159e-3
-0.187, -1.161e-3
-0.186, -1.158e-3
-0.185, -1.159e-3
-0.184, -1.161e-3
-0.183, -1.163e-3
-0.182, -1.164e-3
-0.181, -1.164e-3
-0.180, -1.163e-3
-0.179, -1.163e-3
-0.178, -1.163e-3
-0.177, -1.162e-3
-0.176, -1.163e-3
-0.175, -1.161e-3
-0.174, -1.162e-3
-0.173, -1.163e-3
-0.172, -1.163e-3
-0.171, -1.164e-3
-0.170, -1.164e-3
-0.169, -1.165e-3
-0.168, -1.164e-3
-0.167, -1.163e-3
-0.166, -1.164e-3
-0.165, -1.165e-3
-0.164, -1.165e-3
-0.163, -1.165e-3
-0.162, -1.165e-3
-0.161, -1.169e-3
-0.160, -1.167e-3
-0.159, -1.166e-3
-0.158, -1.169e-3
-0.157, -1.167e-3
-0.156, -1.166e-3
-0.155, -1.165e-3
-0.154, -1.166e-3
-0.153, -1.166e-3
-0.152, -1.166e-3
-0.151, -1.167e-3
-0.150, -1.170e-3
-0.149, -1.170e-3
-0.148, -1.168e-3
-0.147, -1.169e-3
-0.146, -1.167e-3
-0.145, -1.167e-3
-0.144, -1.166e-3
-0.143, -1.169e-3
-0.142, -1.168e-3
-0.141, -1.169e-3
-0.140, -1.169e-3
-0.139, -1.171e-3
-0.138, -1.170e-3
-0.137, -1.168e-3
-0.136, -1.168e-3
-0.135, -1.166e-3
-0.134, -1.166e-3
-0.133, -1.167e-3
-0.132, -1.167e-3
-0.131, -1.169e-3
-0.130, -1.169e-3
-0.129, -1.166e-3
-0.128, -1.169e-3
-0.127, -1.167e-3
-0.126, -1.169e-3
-0.125, -1.174e-3
-0.124, -1.175e-3
-0.123, -1.172e-3
-0.122, -1.172e-3
-0.121, -1.172e-3
-0.120, -1.171e-3
-0.119, -1.170e-3
-0.118, -1.171e-3
-0.117, -1.170e-3
-0.116, -1.173e-3
-0.115, -1.173e-3
-0.114, -1.175e-3
-0.113, -1.170e-3
-0.112, -1.168e-3
-0.111, -1.172e-3
-0.110, -1.174e-3
-0.109, -1.174e-3
-0.108, -1.174e-3
-0.107, -1.171e-3
-0.106, -1.169e-3
-0.105, -1.171e-3
-0.104, -1.174e-3
-0.103, -1.175e-3
-0.102, -1.172e-3
-0.101, -1.171e-3
-0.100, -1.171e-3
-0.099, -1.170e-3
-0.098, -1.170e-3
-0.097, -1.170e-3
-0.096, -1.172e-3
-0.095, -1.173e-3
-0.094, -1.175e-3
-0.093, -1.172e-3
-0.092, -1.172e-3
-0.091, -1.173e-3
-0.090, -1.173e-3
-0.089, -1.171e-3
-0.088, -1.173e-3
-0.087, -1.176e-3
-0.086, -1.173e-3
-0.085, -1.176e-3
-0.084, -1.177e-3
-0.083, -1.174e-3
-0.082, -1.176e-3
-0.081, -1.175e-3
-0.080, -1.170e-3
-0.079, -1.172e-3
-0.078, -1.172e-3
-0.077, -1.175e-3
-0.076, -1.178e-3
-0.075, -1.176e-3
-0.074, -1.174e-3
-0.073, -1.178e-3
-0.072, -1.177e-3
-0.071, -1.176e-3
-0.070, -1.177e-3
-0.069, -1.176e-3
-0.068, -1.171e-3
-0.067, -1.174e-3
-0.066, -1.174e-3
-0.065, -1.178e-3
-0.064, -1.178e-3
-0.063, -1.175e-3
-0.062, -1.175e-3
-0.061, -1.174e-3
-0.060, -1.173e-3
-0.059, -1.174e-3
-0.058, -1.175e-3
-0.057, -1.174e-3
-0.056, -1.174e-3
-0.055, -1.176e-3
-0.054, -1.174e-3
-0.053, -1.174e-3
-0.052, -1.178e-3
-0.051, -1.178e-3
-0.050, -1.177e-3
-0.049, -1.177e-3
-0.048, -1.177e-3
-0.047, -1.180e-3
-0.046, -1.179e-3
-0.045, -1.177e-3
-0.044, -1.177e-3
-0.043, -1.179e-3
-0.042, -1.181e-3
-0.041, -1.179e-3
-0.040, -1.178e-3
-0.039, -1.181e-3
-0.038, -1.181e-3
-0.037, -1.181e-3
-0.036, -1.180e-3
-0.035, -1.182e-3
-0.034, -1.183e-3
-0.033, -1.181e-3
-0.032, -1.183e-3
-0.031, -1.185e-3
-0.030, -1.182e-3
-0.029, -1.179e-3
-0.028, -1.178e-3
-0.027, -1.178e-3
-0.026, -1.181e-3
-0.025, -1.182e-3
-0.024, -1.180e-3
-0.023, -1.183e-3
-0.022, -1.185e-3
-0.021, -1.185e-3
-0.020, -1.185e-3
-0.019, -1.183e-3
-0.018, -1.184e-3
-0.017, -1.184e-3
-0.016, -1.185e-3
-0.015, -1.186e-3
-0.014, -1.185e-3
-0.013, -1.186e-3
-0.012, -1.185e-3
-0.011, -1.185e-3
-0.010, -1.187e-3
-0.009, -1.188e-3
-0.008, -1.189e-3
-0.007, -1.190e-3
-0.006, -1.188e-3
-0.005, -1.190e-3
-0.004, -1.189e-3
-0.003, -1.186e-3
-0.002, -1.188e-3
